essayID,random_id,condition,chars_produced_inclu_spac,chars_produced_per_min_inclu_spac,chars_produced_exclu_spac,chars_produced_per_min_exclu_spac,total_words_produced,total_words_produced_per_min,mean_word_length,median_word_length,sd_word_length,total_sents_produced,mean_chars_per_sent,median_chars_per_sent,sd_chars_per_sent,mean_words_per_sent,median_words_per_sent,sd_words_per_sent,total_paras_produced,mean_chars_per_para,median_chars_per_para,sd_chars_per_para,mean_words_per_para,median_words_per_para,sd_words_per_para,mean_sents_per_para,median_sents_per_para,sd_sents_per_para,total_process_time_secs,num_of_Pbursts,mean_length_Pbursts_secs,median_length_Pbursts_secs,sd_length_Pbursts_secs,mean_length_Pbursts_chars,median_length_Pbursts_chars,sd_length_Pbursts_chars,total_process_time_in_secs_threshold200,total_pause_time_in_secs_threshold200,total_number_of_pauses_threshold200,mean_pause_time_in_secs_threshold200,median_pause_time_in_secs_threshold200,sd_pause_time_threshold200,num_of_pause_within_words_threshold200,mean_pause_time_within_words_threshold200,median_pause_time_within_words_threshold200,sd_pause_time_within_words_threshold200,num_of_pause_before_words_threshold200,mean_pause_time_before_words_threshold200,median_pause_time_before_words_threshold200,sd_pause_time_before_words_threshold200,num_of_pause_after_words_threshold200,mean_pause_time_after_words_threshold200,median_pause_time_after_words_threshold200,sd_pause_time_after_words_threshold200,num_of_pause_between_words_threshold200,mean_pause_time_between_words_threshold200,median_pause_time_between_words_threshold200,sd_pause_time_betweenr_words_threshold200,num_of_pause_before_sents_threshold200,mean_pause_time_before_sents_threshold200,median_pause_time_before_sents_threshold200,sd_pause_time_before_sents_threshold200,num_of_pause_after_sents_threshold200,mean_pause_time_after_sents_threshold200,median_pause_time_after_sents_threshold200,sd_pause_time_after_sents_threshold200,num_of_pause_between_sents_threshold200,mean_pause_time_between_sents_threshold200,median_pause_time_between_sents_threshold200,sd_pause_time_between_sents_threshold200,num_of_pause_before_paras_threshold200,mean_pause_time_before_paras_threshold200,median_pause_time_before_paras_threshold200,sd_pause_time_before_paras_threshold200,num_of_pause_after_paras_threshold200,mean_pause_time_after_paras_threshold200,median_pause_time_after_paras_threshold200,sd_pause_time_after_paras_threshold200,num_of_pause_between_paras_threshold200,mean_pause_time_between_paras_threshold200,median_pause_time_between_paras_threshold200,sd_pause_time_between_paras_threshold200,total_process_time_in_secs_threshold2000,total_pause_time_in_secs_threshold2000,total_number_of_pauses_threshold2000,mean_pause_time_in_secs_threshold2000,median_pause_time_in_secs_threshold2000,sd_pause_time_threshold2000,num_of_pause_within_words_threshold2000,mean_pause_time_within_words_threshold2000,median_pause_time_within_words_threshold2000,sd_pause_time_within_words_threshold2000,num_of_pause_before_words_threshold2000,mean_pause_time_before_words_threshold2000,median_pause_time_before_words_threshold2000,sd_pause_time_before_words_threshold2000,num_of_pause_after_words_threshold2000,mean_pause_time_after_words_threshold2000,median_pause_time_after_words_threshold2000,sd_pause_time_after_words_threshold2000,num_of_pause_between_words_threshold2000,mean_pause_time_between_words_threshold2000,median_pause_time_between_words_threshold2000,sd_pause_time_betweenr_words_threshold2000,num_of_pause_before_sents_threshold2000,mean_pause_time_before_sents_threshold2000,median_pause_time_before_sents_threshold2000,sd_pause_time_before_sents_threshold2000,num_of_pause_after_sents_threshold2000,mean_pause_time_after_sents_threshold2000,median_pause_time_after_sents_threshold2000,sd_pause_time_after_sents_threshold2000,num_of_pause_between_sents_threshold2000,mean_pause_time_between_sents_threshold2000,median_pause_time_between_sents_threshold2000,sd_pause_time_between_sents_threshold2000,num_of_pause_before_paras_threshold2000,mean_pause_time_before_paras_threshold2000,median_pause_time_before_paras_threshold2000,sd_pause_time_before_paras_threshold2000,num_of_pause_after_paras_threshold2000,mean_pause_time_after_paras_threshold2000,median_pause_time_after_paras_threshold2000,sd_pause_time_after_paras_threshold2000,num_of_pause_between_paras_threshold2000,mean_pause_time_between_paras_threshold2000,median_pause_time_between_paras_threshold2000,sd_pause_time_between_paras_threshold2000,total_strokes,average_strokes_per_min,sd_strokes_per_min_5_intervals,sd_strokes_per_min_10_intervals,num_of_revisions,num_of_deletions,total_deletions_chars_inclu_space,total_deletions_chars_exclu_space,total_deletions_words,mean_deletion_length_chars,median_deletion_length_chars,mean_deletion_length_chars_exclu_space,median_deletion_length_chars_exclu_space,num_of_insertions,total_insertions_chars_inclu_space,total_insertions_chars_exclu_space,total_insertions_words,mean_insertion_length_chars,median_insertion_length_chars,mean_insertion_length_chars_exclu_space,median_insertion_length_chars_exclu_space,num_of_Rburst,mean_length_Rburst_sec,median_length_Rburst_sec,sd_length_Rburst_sec,mean_length_Rburst_chars,median_length_Rburst_chars,sd_length_Rburst_chars,product_process_ratio
23,3.72984E+14,transcribed,1892,69.739,1581,58.276,311,11.463,5.013,4,2.605,14,135.143,111,36.792,22.214,22,8.537,6,315.333,260.5,104.36,51.833,51,18.96,2.333,2.5,0.745,1627.785,29,56.13,13.217,158.139,61.032,25,79.983,1627,1475.315,1019,1.447,0.259,0.259,634,1.747,0.249,35.818,220,0.984,0.303,3.71,83,0.793,0.24,2.116,289,1.755,0.585,4.428,22,0.586,0.247,1.001,8,0.397,0.395,0.116,10,0.74,0.62,0.327,2,1.976,1.976,NA,7,0.879,0.375,0.718,3,1.806,1.642,0.279,1627,1126.172,31,36.328,3.665,3.665,4,228.611,4.475,389.295,12,10.942,5.156,12.073,6,6.19,3.786,5.409,235,7.236,4.138,6.5,2,3.501,3.501,NA,0,NA,NA,NA,7,6.215,4.127,4.992,1,2.533,2.533,NA,1,2.074,2.074,NA,2,2.877,2.877,NA,1589,59,55.25,62.9,19,19,32,31,9,1.684,1,1.632,1,0,0,0,0,0,0,0,0,28,55.5,14.927,172.867,55.536,31.5,62.033,0.979484482
24,2.90301E+13,transcribed,1643,89.269,1372,74.545,265,14.398,5.008,4,3.178,17,96.647,75,42.712,15.588,14,8.465,5,328.6,277,34.279,53,58,7.483,3.4,3,1.02,1104.303,88,12.548,7.2,2.946,18.67,12,19.975,1104,1055.631,1473,0.716,0.336,0.336,886,0.428,0.28,0.482,236,1.045,0.752,1.287,213,0.958,0.744,1.289,238,1.953,1.49,2.077,19,1.795,0.854,2.711,14,3.321,1.705,5.193,12,5.48,2.886,5.755,4,3.962,1.707,4.606,6,1.103,0.941,0.801,3,6.072,2.651,6.011,1104,346.82,88,3.941,2.665,2.665,24,2.758,2.547,0.699,22,3.818,2.483,2.722,16,3.799,2.415,3.242,235,5.353,3.52,4.937,4,6.172,6.541,3.195,5,6.735,2.883,7.568,12,6.525,4.653,5.493,2,7.016,7.016,NA,1,2.642,2.642,NA,3,6.864,3.393,5.422,1374,76,5.81,9.61,42,41,62,58,17,1.512,1,1.415,1,1,1,1,0,1,1,1,1,51,18.451,4.853,32.614,25.98,8,40.911,0.956231003
25,9.27136E+14,transcribed,1335,187.573,1017,142.893,198,27.82,5.061,4,3.079,11,121.364,76,30.321,18,17,5.24,1,1335,1017,NA,198,198,NA,11,11,NA,427.034,21,20.334,16.547,NA,63.571,57,30.183,427,317.676,497,0.639,0.383,0.383,207,0.562,0.335,0.674,136,0.566,0.384,0.857,65,0.945,0.497,1.903,176,1.408,0.906,2.32,11,0.783,0.515,0.714,10,0.476,0.358,0.281,10,0.911,0.786,0.385,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,427,85.642,21,4.078,3.292,3.292,8,3.439,3.401,0.596,4,4.808,3.597,2.191,4,6.37,3.902,5.05,131,6.084,4.839,4.467,1,2.601,2.601,NA,0,NA,NA,NA,8,5.531,4.717,3.717,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1018,144,20.21,33.46,36,36,59,50,22,1.639,1,1.389,1,0,0,0,0,0,0,0,0,39,9.205,5.611,11.545,25.641,13,32.492,0.858532934
26,6.54514E+14,transcribed,1495,373.773,1244,311.019,246,61.504,4.89,4,2.688,17,87.941,57,51.748,14.471,10,10.787,5,299,193,129.923,49.2,37,28.145,3.4,3,1.625,239.985,2,119.992,54.967,NA,747.5,178.5,NA,239,100.912,266,0.379,0.281,0.281,115,0.31,0.239,0.178,66,0.434,0.308,0.382,33,0.368,0.28,0.221,219,0.631,0.489,0.362,6,0.673,0.383,0.674,5,0.3,0.262,0.077,9,0.504,0.431,0.226,4,0.396,0.381,0.112,5,0.53,0.36,0.333,3,1.163,1.073,0.237,239,5.105,2,2.552,2.553,2.553,0,NA,NA,NA,1,2.927,2.927,NA,0,NA,NA,NA,1,2.927,2.927,NA,1,2.178,2.178,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1245,315,8.49,21.51,17,17,10,9,5,0.588,0,0.529,0,0,0,0,0,0,0,0,0,28,7.964,5.513,8.007,42.857,27.5,43.324,0.979973298
27,1.54544E+14,transcribed,2055,117.923,1564,89.748,371,21.289,4.124,4,2.317,12,171.25,107.5,72.649,30.917,24.5,18.652,4,513.75,490,228.74,92.75,114.5,54.159,3,3.5,1.871,1045.6,58,18.027,8.399,19.81,35.431,18.5,43.74,1045,934.952,1389,0.673,0.32,0.32,673,0.367,0.272,0.304,337,0.793,0.513,0.775,262,0.706,0.343,0.984,344,2.442,1.207,11.029,17,1.105,0.462,1.242,9,1.166,1.12,0.77,8,2.714,2.617,1.334,7,1.773,1.44,1.166,5,24.743,1.328,47.076,2,62.712,62.712,NA,1045,290.714,58,5.012,2.521,2.521,7,2.478,2.608,0.351,20,2.991,2.551,1.209,19,3.145,2.385,2.208,285,7.101,3.056,20.302,3,3.518,4.028,0.898,1,2.752,2.752,NA,6,4.171,3.825,1.475,3,2.907,2.703,0.823,2,60.736,60.736,NA,2,62.712,62.712,NA,1565,91,21.4,22.29,44,43,49,39,15,1.14,1,0.907,1,1,1,1,0,1,1,1,1,49,19.347,8.878,29.403,31.041,17,40.397,0.96692607
28,9.83516E+14,transcribed,1574,228.533,1285,186.573,270,39.202,4.652,4,2.518,12,131.167,85.5,67.528,22.5,20,14.151,4,393.5,327,122.016,67.5,68,25.005,3,3,1.414,413.244,5,82.648,75.698,NA,314.8,254,254.361,413,259.913,705,0.368,0.243,0.243,354,0.335,0.239,0.636,126,0.379,0.274,0.26,132,0.278,0.239,0.141,252,0.524,0.448,0.224,19,0.494,0.273,0.592,6,0.694,0.666,0.337,7,0.901,0.817,0.335,1,0.208,0.208,NA,8,0.638,0.464,0.428,3,0.647,0.419,0.325,413,23.175,5,4.635,2.464,2.464,2,8.161,8.161,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,2.195,2.195,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1286,188,12.94,24.22,28,28,7,6,3,0.25,0,0.214,0,0,0,0,0,0,0,0,0,45,8.067,4.62,9.64,27.844,16,35.245,0.963901203
29,5.55463E+14,transcribed,1723,147.379,1435,122.744,286,24.463,4.899,4,2.743,16,107.688,78.5,35.383,17.875,15.5,8.44,4,430.75,374,88.092,71.5,76.5,21.685,4,4,1.581,701.458,23,30.498,18.293,14.925,74.913,47,72.812,701,601.468,1163,0.517,0.281,0.281,697,0.391,0.272,0.408,236,0.644,0.345,1.845,132,0.405,0.247,0.53,267,0.994,0.631,1.798,11,0.941,0.304,1.958,8,0.69,0.556,0.502,11,0.877,0.593,0.574,2,0.693,0.693,NA,6,0.925,0.88,0.659,3,2.066,2.111,0.364,701,139.578,23,6.068,2.808,2.808,8,3.211,2.503,1.447,5,9.616,5.648,8.619,4,2.938,2.307,1.215,259,3.21,2.621,1.998,1,7.122,7.122,NA,0,NA,NA,NA,11,3.307,2.652,1.304,0,NA,NA,NA,0,NA,NA,NA,3,2.728,2.314,0.615,1436,124,15.96,30.98,25,25,5,5,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,34,17.529,10.471,19.719,41.176,20,49.394,0.979142526
30,4.94005E+14,transcribed,2656,143.82,2174,117.721,470,25.45,4.523,4,2.69,27,98.37,73,39.513,17.407,14,8.319,5,531.2,367,102.603,94,81,25.884,5.4,5,2.059,1108.048,46,24.088,14.911,NA,54.204,34,56.995,1108,946.223,1820,0.519,0.272,0.272,973,0.329,0.259,0.234,363,0.661,0.375,0.788,222,0.378,0.244,0.483,414,1.008,0.729,0.886,40,1.719,0.257,8.881,18,1.159,0.999,0.837,21,1.328,1.168,0.831,4,1.042,0.972,0.604,8,3.061,1.12,4.769,4,2.446,2.241,0.5,1108,243.049,49,4.96,2.856,2.856,2,2.76,2.76,NA,17,3.343,2.624,1.655,2,4.291,4.291,NA,403,3.032,2.828,0.871,1,57.168,57.168,NA,4,2.53,2.488,0.263,20,2.666,2.568,0.263,0,NA,NA,NA,3,6.883,2.825,6.082,4,3.446,3.548,0.521,2178,125,13.06,15.07,79,74,49,43,15,0.662,0,0.581,0,5,7,7,1,1.4,1,1.4,1,84,10.381,7.714,9.53,25.155,20,22.097,0.945488722
31,9.94346E+14,transcribed,1193,92.057,969,74.772,220,16.976,4.309,4,2.404,7,170.429,112,101.603,31.429,27,24.5,3,397.667,278,120.623,73.333,64,29.33,2.333,2,0.471,777.564,50,15.551,9.33,NA,23.86,12.5,28.377,777,756.902,1125,0.672,0.321,0.321,626,0.415,0.282,0.447,214,0.928,0.453,2.568,216,0.851,0.459,1.279,198,1.381,1.075,1.46,5,1.569,0.349,2.027,4,1.465,1.458,0.821,1,1.549,1.549,NA,2,0.454,0.454,NA,5,4.498,1.115,7.113,2,1.195,1.195,NA,777,251.064,51,4.922,2.611,2.611,12,2.907,2.655,0.777,7,11.415,9.649,9.121,19,3.575,2.391,2.91,187,3.34,2.973,1.318,1,5.532,5.532,NA,1,2.611,2.611,NA,1,2.679,2.679,NA,0,NA,NA,NA,1,18.715,18.715,NA,2,3.174,3.174,NA,970,76,28.35,29.97,30,19,33,30,13,1.737,2,1.579,2,11,1,1,0,0.091,0,0.091,0,26,21.538,19.7785,19.221,36.308,32,31.28,0.967364017
32,1.72433E+14,transcribed,1983,343.507,1624,281.319,357,61.842,4.445,4,2.425,26,76.269,58,25.388,13.731,13.5,5.467,4,495.75,255,343.532,89.25,51,80.97,6.5,4,5.723,346.368,5,69.273,27.718,37.815,396.6,167,290.936,346,163.36,306,0.533,0.325,0.325,104,0.401,0.223,1.046,49,0.377,0.323,0.194,94,0.689,0.614,0.571,330,0.861,0.807,0.499,10,0.57,0.259,0.761,16,0.784,0.75,0.478,22,0.9,0.863,0.447,3,0.28,0.243,0.059,4,1.242,1.452,0.53,3,1.821,1.866,0.136,346,23.703,5,4.74,3.727,3.727,1,10.732,10.732,NA,0,NA,NA,NA,2,3.979,3.979,NA,172,3.546,3.828,0.751,1,2.775,2.775,NA,1,2.239,2.239,NA,10,3.353,3.773,0.853,0,NA,NA,NA,0,NA,NA,NA,2,3.222,3.222,NA,1625,284,32.06,37.39,11,11,14,12,4,1.273,1,1.091,1,0,0,0,0,0,0,0,0,18,18.333,8.2245,23.543,87.889,52,99.483,0.989919355
33,3.52619E+14,transcribed,1793,90.202,1500,75.462,270,13.583,5.456,5,2.939,7,256.143,227,88.377,38.571,42,15.619,5,358.6,315,89.793,54,53,16.285,1.4,1,0.49,1192.661,63,18.931,10.764,NA,28.46,17,23.456,1192,1169.261,1752,0.667,0.35,0.35,1098,0.512,0.312,0.539,268,1.369,1.12,1.263,283,0.382,0.273,0.501,253,1.783,1.46,1.446,9,3.2,1.51,4.203,2,1.301,1.301,NA,2,1.581,1.581,NA,2,1.405,1.405,NA,10,1.245,1.14,0.901,4,1.429,1.029,0.976,1192,225.084,63,3.572,2.549,2.549,19,3.28,2.822,1.192,32,3.485,2.318,2.677,1,7.805,7.805,NA,68,4.878,4.316,2.667,3,7.57,5.121,4.855,0,NA,NA,NA,0,NA,NA,NA,1,2.48,2.48,NA,1,3.342,3.342,NA,2,3.076,3.076,NA,1501,77,4,6.59,68,68,11,10,2,0.162,0,0.147,0,0,0,0,0,0,0,0,0,79,13.228,8.936,12.757,18.646,14,17.288,0.951002227
34,2.18289E+14,transcribed,1462,139.961,1185,113.443,267,25.561,4.378,4,2.171,12,121.833,97.5,64.885,22.25,21,15.056,5,292.4,224,94.293,53.4,49,20.733,2.4,2,1.497,626.745,23,27.249,24.38,NA,63.565,59,43.143,626,560.176,1157,0.484,0.279,0.279,613,0.339,0.26,0.237,231,0.777,0.36,1.481,201,0.358,0.251,0.491,244,1.046,0.595,1.5,17,0.716,0.381,0.926,7,0.784,0.669,0.525,7,1.473,1.08,0.62,2,0.73,0.73,NA,7,1.62,1.02,1.766,3,3.013,1.868,2.11,626,108.854,23,4.732,3.681,3.681,0,NA,NA,NA,14,5.383,3.795,3.436,4,3.375,3.095,1.219,215,5.028,5.51,2.029,2,3.01,3.01,NA,0,NA,NA,NA,4,3.453,2.864,1.561,0,NA,NA,NA,1,5.771,5.771,NA,3,4.807,5.5,1.327,1186,115,4.22,9.83,36,36,53,44,19,1.472,1,1.222,1,0,0,0,0,0,0,0,0,46,11.739,11.7735,8.668,25.391,25.5,18.011,0.950819672
35,7.01839E+14,transcribed,1496,119.606,1219,97.459,275,21.986,4.364,4,2.346,15,99.733,83,20.509,18.333,18,4.269,4,374,285,71.742,68.75,64.5,16.331,3.75,3.5,0.829,750.466,45,16.677,12.257,NA,33.244,31,20.084,750,683.366,1121,0.609,0.304,0.304,710,0.387,0.275,0.288,233,0.823,0.395,2.168,105,1.085,0.335,1.899,253,2.081,0.897,2.975,12,1.608,0.371,2.173,12,2.643,2.172,2.047,11,3.89,4.064,1.681,3,0.635,0.257,0.535,7,0.76,0.525,0.437,3,1.208,0.781,0.639,750,228.315,45,5.073,3.744,3.744,2,2.176,2.176,NA,12,6.916,4.497,7.076,15,4.868,4.928,2.754,241,5.25,4.257,3.415,4,4.078,3.218,2.228,7,3.987,3.744,1.649,11,4.837,4.175,2.12,0,NA,NA,NA,0,NA,NA,NA,3,3.456,2.673,1.189,1221,99,12.42,18.52,16,16,13,13,4,0.812,1,0.812,1,0,0,0,0,0,0,0,0,23,30.174,15.814,28.257,52.174,40,45.877,0.986648865
36,5.10336E+14,transcribed,1484,43.193,1239,36.062,236,6.869,5.089,4,3.228,12,123.667,88,52.232,19.667,16,11.535,5,296.8,209,109.063,47.2,40,20.99,2.4,3,0.8,2061.436,81,25.449,8.082,65.942,18.321,12,19.826,2061,2017.638,1270,1.588,0.439,0.439,706,0.542,0.371,0.549,248,1.31,0.924,1.721,234,3.085,0.342,35.812,221,4.526,1.5,37.155,6,4.935,1.911,6.85,7,0.938,0.843,0.368,5,2.744,2.644,0.496,2,1.491,1.491,NA,9,31.296,0.563,86.522,4,70.36,2.325,118.854,2061,1334.543,81,16.475,2.693,2.693,18,2.998,2.741,1.196,39,3.718,2.595,3.285,10,60.564,2.439,162.96,198,70.257,3.68,120.401,2,11.324,11.324,NA,0,NA,NA,NA,4,141.162,141.166,136.494,1,2.781,2.781,NA,1,276.015,276.015,NA,4,71.52,3.805,118.185,1240,37,19.22,24.18,23,23,3,2,1,0.13,0,0.087,0,0,0,0,0,0,0,0,0,39,38.103,12.235,92.233,30.769,14,42.652,0.975871314
37,1.24103E+14,transcribed,2360,147.492,1960,122.494,394,24.624,4.84,4,2.69,15,157.333,122,57.38,26.267,23,12.72,3,786.667,378,499.216,131.333,76,103.232,5,3,2.828,960.049,28,34.287,24.975,NA,84.286,62,67.656,960,799.6,1406,0.568,0.285,0.285,764,0.496,0.257,2.651,278,0.669,0.368,1.23,241,0.511,0.256,1.502,368,1.004,0.624,1.696,19,0.42,0.255,0.516,11,0.881,0.784,0.628,12,1.157,0.928,0.81,1,0.464,0.464,NA,4,1.908,0.687,2.294,2,3.648,3.648,NA,960,249.086,28,8.895,2.945,2.945,7,15.918,2.449,22.797,10,5.611,2.945,3.736,3,12.523,11.519,5.558,330,10.519,6.515,7.106,1,2.475,2.475,NA,1,2.615,2.615,NA,10,8.61,6.145,6.202,0,NA,NA,NA,1,5.873,5.873,NA,2,4.564,4.564,NA,1961,123,16.44,20.53,54,54,83,77,19,1.537,1,1.426,1,0,0,0,0,0,0,0,0,59,12.966,9.485,11.525,32.305,24,29.306,0.957645066
38,5.7207E+14,transcribed,2178,78.035,1809,64.814,365,13.077,4.83,4,2.687,16,136.125,105.5,62.841,22.813,24,12.714,3,726,691,139.109,121.667,137,26.043,5.333,6,0.943,1674.634,85,19.701,8.116,17.683,25.326,9.5,32.76,1674,1600.952,1823,0.878,0.392,0.392,1042,0.629,0.314,3.13,357,0.816,0.64,0.761,306,0.849,0.329,3.472,341,1.728,1.128,4.627,13,6.537,0.384,19.875,13,1.518,0.985,1.671,6,2.228,2.24,0.464,3,2.789,1.855,1.576,4,2.407,2.867,1.239,1,1.896,1.896,NA,1674,687.445,87,7.901,3.2,3.2,25,7.463,3.087,18.855,15,3.582,2.767,1.712,19,6.383,2.764,12.633,338,4.559,3.928,4.561,3,26.648,2.32,34.429,2,5,5,NA,6,4.359,4.124,1.169,1,5.008,5.008,NA,3,3.079,3.345,0.493,1,4.849,4.849,NA,1810,69,13.87,19.08,44,32,15,14,2,0.469,0,0.438,0,12,7,7,0,0.583,1,0.583,1,46,28.522,11.4575,39.658,38.13,19.5,44.951,0.977106227
39,9.60609E+14,transcribed,1661,269.105,1370,221.959,286,46.336,4.692,4,2.527,18,92.278,60,41.447,15.889,12.5,9.027,6,276.833,208,97.289,47.667,42,21.654,3,3,1.291,370.339,4,92.584,80.08,NA,415.25,342,195.254,370,214.483,461,0.465,0.344,0.344,125,0.289,0.224,0.133,149,0.489,0.384,0.42,84,0.575,0.485,0.39,263,0.898,0.808,0.465,25,0.463,0.28,0.538,9,0.4,0.328,0.17,12,0.842,0.868,0.286,2,0.38,0.38,NA,10,0.46,0.376,0.209,5,0.862,0.807,0.27,370,11.086,4,2.771,2.576,2.576,0,NA,NA,NA,1,3.864,3.864,NA,1,2.32,2.32,NA,34,2.708,2.524,0.408,1,2.831,2.831,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,2.513,2.513,NA,1371,225,11.94,27.96,36,36,72,63,21,2,1,1.75,1,0,0,0,0,0,0,0,0,47,6.83,5.633,5.952,28.574,23,25.648,0.947051745
40,5.03397E+14,transcribed,1346,111.405,1135,93.941,207,17.133,5.333,4,3.316,9,149.556,95,55.44,23,17,10.247,4,336.5,268,89.657,51.75,42,20.547,2.25,2,0.433,724.924,52,13.94,6.956,5.318,25.885,17.5,26.795,724,621.16,703,0.883,0.313,0.313,375,0.415,0.255,0.551,133,0.615,0.408,0.752,116,1.443,1.083,1.546,194,2.048,1.631,1.67,13,1.458,0.421,3.124,7,2.008,1.896,0.96,6,2.785,2.736,0.856,3,1.722,1.054,1.306,5,4.9,0.782,7.97,2,1.393,1.393,NA,724,312.827,52,6.015,3.059,3.059,7,3.614,2.94,1.349,4,4.063,3.587,1.679,28,3.558,2.922,1.745,177,3.955,3.477,1.479,1,12.215,12.215,NA,3,3.044,2.905,0.236,6,4.068,3.755,1.345,1,3.547,3.547,NA,1,20.815,20.815,NA,2,4.048,4.048,NA,1136,96,45.48,46.27,19,15,27,24,8,1.8,1,1.6,1,4,7,5,2,1.75,1,1.25,1,24,21.708,13.8455,23.47,45.708,27.5,48.877,0.967407407
41,2.08215E+14,transcribed,3101,102.974,2549,84.644,548,18.197,4.578,4,2.391,28,110.75,81.5,40.414,19.571,20,8.575,4,775.25,649,169.901,137,141,34.183,7,7,1.581,1806.861,93,19.428,11.812,NA,33.344,21,34.905,1806,1641.826,2226,0.737,0.309,0.309,1237,0.52,0.271,0.639,364,0.533,0.299,0.763,425,1.064,0.621,2.067,512,1.464,1.074,1.999,40,3.025,0.257,16.341,24,1.563,1.226,1.187,24,2.035,1.737,1.271,3,1.617,1.441,0.576,6,8.864,1.027,17.573,3,18.44,2.449,22.705,1806,533.652,94,5.677,2.907,2.907,32,3.318,2.579,1.691,9,4.349,3.392,2.197,36,4.838,2.935,5.669,471,5.546,3.544,4.68,1,105.049,105.049,NA,3,4.151,4.014,1.497,21,5.385,3.666,3.933,1,2.394,2.394,NA,1,48.155,48.155,NA,3,23.871,16.39,19.461,2550,90,5.43,7.85,63,61,85,73,31,1.393,1,1.197,1,2,1,1,0,0.5,0.5,0.5,0.5,69,22.188,18.312,19.154,36.246,31,31.044,0.966795616
42,4.19029E+14,transcribed,2269,118.75,1885,98.653,381,19.94,4.827,4,2.644,15,151.267,129,72.111,25.4,29,14.655,4,567.25,458.5,279.678,95.25,92.5,52.784,3.75,4,1.299,1146.443,47,24.392,13.78,10.802,48.277,34,54.158,1146,1073.161,1894,0.566,0.355,0.355,1129,0.42,0.291,0.423,353,0.575,0.472,0.425,300,0.911,0.628,2.299,359,1.286,1.128,0.736,11,0.832,0.289,1.086,11,1.229,1.21,0.526,10,1.708,1.667,0.603,3,1.617,1.963,0.972,7,1.271,0.905,1.161,3,3.585,3.11,2.315,1146,178.052,47,3.788,2.411,2.411,15,3.047,2.303,1.403,8,2.609,2.386,0.532,11,6.434,2.487,10.351,337,5.052,3.204,7.235,2,2.984,2.984,NA,1,2.045,2.045,NA,9,3.401,3.427,0.852,1,2.597,2.597,NA,1,4.031,4.031,NA,3,4.315,4.008,1.777,1886,99,5.5,11.01,42,39,31,29,6,0.795,1,0.744,1,3,1,1,0,0.333,0,0.333,0,48,21.542,13.4375,25.543,38.104,22.5,40.727,0.978433099
43,9.49087E+14,transcribed,2538,110.612,2119,92.351,384,16.736,5.339,4.5,3.215,22,115.364,84,60.326,17.455,14.5,11.762,5,507.6,345,130.22,76.8,65,25.957,4.4,3,1.744,1376.705,64,21.511,10.693,9.527,39.656,26.5,47.263,1376,1157.836,1004,1.153,0.336,0.336,539,0.431,0.247,1.403,251,1.692,0.701,6.485,50,1.845,0.477,6.508,343,3.577,1.373,8.654,7,6.015,1.446,8.566,10,2.695,0.299,6.809,15,0.783,0.645,0.494,4,0.614,0.551,0.191,5,6.34,3.845,5.778,4,6.76,3.706,6.392,1376,672.462,64,10.507,3.46,3.46,7,7.111,2.995,10.065,25,9.932,3.301,18.559,5,12.676,2.742,17.064,340,11.488,5.805,11.035,3,13.014,11.536,9.229,1,23.104,23.104,NA,15,7.707,3.948,7.023,0,NA,NA,NA,4,7.594,5.481,5.821,4,10.728,11.002,7.034,2119,94,29.12,34.07,89,82,51,49,15,0.622,0,0.598,0,7,44,36,9,6.286,1,5.143,1,92,9.793,5.0815,15.16,21.761,12.5,25.227,0.932756587
44,4.3697E+14,transcribed,1353,251.446,1120,208.145,232,43.116,4.72,4,2.466,9,150.333,124,33.566,25.778,27,5.996,3,451,359,43.196,77.333,76,9.031,3,3,0.816,322.852,2,161.426,219.969,NA,676.5,468.5,NA,322,239.328,706,0.338,0.271,0.271,367,0.296,0.259,0.139,153,0.401,0.302,0.35,144,0.335,0.268,0.198,222,0.664,0.553,0.383,13,0.543,0.313,0.85,6,0.581,0.528,0.336,6,0.883,0.815,0.343,2,0.307,0.307,NA,4,0.391,0.422,0.104,2,0.737,0.737,NA,322,7.213,2,3.606,3.607,3.607,0,NA,NA,NA,1,3.731,3.731,NA,0,NA,NA,NA,1,3.731,3.731,NA,1,3.482,3.482,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1120,211,8.27,13.8,12,12,12,11,2,1,1,0.917,1,0,0,0,0,0,0,0,0,17,18.059,14.108,16.803,64.412,45,60.191,0.989660266
